350
47 790
19 10 626569
17 22 951506
11 1 950397
5 3 787951
30 32 546189
24 2 836570
1 36 914424
4 19 291826
16 8 764716
27 30 165880
35 14 480060
38 35 898803
12 14 506935
20 23 541282
35 26 980475
50 50
15 19 64000
22 48 726290
28 25 906934
34 4 546818
24 25 771409
15 10 906408
32 2 962967
39 14 594385
7 47 807046
25 27 780188
33 6 641143
4 19 76590
4 50 326740
9 1 38500
48 45 753260
29 21 719034
19 43 778348
17 24 964393
44 4 426525
41 8 831282
7 48 577736
46 5 947454
48 13 706151
6 22 882402
10 4 893818
30 47 663735
48 21 107308
18 32 944403
46 17 230704
1 11 709744
17 28 883223
49 36 109413
26 4 862296
23 31 849702
50 27 47300
41 25 887513
18 46 717096
27 7 585131
31 32 967775
20 1 752705
46 44 782887
11 17 953934
42 44 978610
33 19 592628
39 37 258877
13 15 563769
15 23 840983
7 18 975443
12 40 409255
39 17 823608
43 708
15 1 106959
12 38 95017
35 9 152356
9 14 35659
23 24 167468
43 28 132940
22 12 128501
5 10 74141
23 3 121347
12 25 150325
23 13 218989
15 17 144104
27 42 105640
33 42 104943
29 6 120494
41 30 80735
8 29 91900
43 30 105387
27 16 9979
39 12 116954
36 31 110867
29 35 179596
21 17 93908
40 9 114947
35 37 176152
20 31 83474
18 41 102671
31 12 73866
8 7 33606
36 43 69519
6 18 68927
27 38 60557
3 37 90961
29 22 80106
23 41 120283
30 34 15542
2 38 120000
9 28 140849
25 30 128890
14 8 78603
37 31 111771
27 33 74459
33 26 84999
32 18 85067
23 11 147200
19 10 58076
26 14 140415
43 6 55434
23 14 132274
28 36 185608
36 8 88834
16 26 92500
26 40 122267
32 22 72170
24 1 49609
15 37 107494
19 33 79966
20 3 62664
26 20 43995
3 8 11098
41 8 120155
32 33 57701
18 20 65075
26 37 141675
40 25 128188
5 1 58702
31 7 43318
37 10 70079
21 9 16404
11 15 121290
34 19 23917
7 6 108355
3 7 22508
37 36 130067
21 43 7225
3 18 58356
22 39 78466
24 13 143763
14 21 52063
6 3 85847
13 35 203412
26 28 156536
8 11 81997
17 2 164590
1 4 101427
21 6 48209
7 32 49219
43 42 101438
27 35 149239
39 4 8759
4 25 109049
15 9 66600
29 3 80802
39 30 115009
20 39 100552
34 13 153659
6 12 168889
31 16 62596
27 26 94183
31 42 122794
26 2 17670
16 43 11373
16 17 98056
37 16 57471
31 34 79416
2 14 122745
28 23 216898
8 35 116868
11 20 99814
12 37 114897
38 22 62547
8 22 34361
24 15 146015
5 43 92603
9 42 116213
14 31 98391
29 11 51146
31 26 74819
19 15 140665
7 9 76550
15 6 114042
15 2 136515
23 37 160575
25 24 113404
27 22 13652
21 34 93655
34 20 122096
20 43 37132
4 3 102592
5 31 76658
26 35 84106
14 24 123702
33 41 121242
27 34 99486
36 22 84565
6 5 139106
24 36 136178
21 24 83759
1 37 94449
28 19 151503
35 10 160164
21 20 44357
9 23 167933
18 29 93003
23 27 164816
41 17 175861
43 13 67229
5 40 123472
41 36 154013
28 18 143853
8 23 132445
8 24 57219
15 3 103471
12 21 120680
5 15 156730
11 32 119806
19 24 99497
6 22 40388
29 33 77419
13 16 64152
22 7 67967
24 11 139216
5 24 78338
18 25 31690
20 12 152906
15 40 121612
37 25 82968
25 10 46401
37 18 62379
36 12 123053
9 30 101514
16 6 52357
28 1 99039
9 17 77504
43 8 19315
40 27 104374
33 7 46522
5 11 65965
16 8 30688
35 1 102282
11 43 62682
37 34 105485
11 19 48599
33 21 68628
20 23 143678
15 7 125979
10 31 75204
11 37 108780
3 42 108326
37 19 81568
24 40 114379
38 21 54726
15 8 92373
42 19 30071
42 11 78670
9 2 87086
2 31 57149
40 39 27898
10 20 61113
41 4 139155
37 30 121027
25 22 21824
19 16 70684
40 43 91318
20 29 116642
25 29 101930
22 42 107630
32 4 92443
10 40 115299
37 2 124005
2 13 130686
18 1 61844
40 22 106364
2 43 63457
28 41 123076
34 40 120714
2 1 39827
12 18 132284
1 32 30199
33 18 89346
15 30 167493
31 4 123402
7 17 138510
1 39 92668
32 15 130182
19 38 49330
18 16 24866
37 41 40292
30 12 48083
38 18 75444
35 23 15577
1 30 71486
19 40 114856
14 29 124348
13 41 153619
13 39 130649
41 1 121137
36 19 123504
3 25 67283
38 1 95852
41 14 134016
2 20 26325
43 32 57124
29 21 72285
42 41 71347
32 39 101202
17 11 133668
34 5 2758
26 22 96173
33 30 71591
6 1 89335
19 9 91236
10 4 96160
30 21 101660
29 16 68137
7 25 89791
41 27 87784
21 13 60004
6 39 118854
28 3 102527
12 11 95748
18 34 114373
20 7 85172
31 41 139093
12 9 136598
4 22 87225
6 40 146752
19 23 161559
2 12 126581
29 24 96950
39 41 147914
1 20 66152
16 32 68497
30 11 47665
36 4 14858
12 28 108679
32 13 124353
43 19 82057
22 2 78503
1 14 93189
42 7 123858
37 42 111639
11 36 74905
5 22 98718
33 6 100660
32 31 47521
23 31 142157
39 31 114643
25 34 123300
24 18 83729
17 27 88077
23 1 117859
21 39 70645
32 34 86143
33 31 51800
33 24 40925
31 43 51223
25 5 120542
18 4 100122
43 27 13056
37 32 117672
26 42 143565
2 16 74830
13 3 97642
21 42 99809
41 26 132241
13 36 136748
13 20 104361
19 2 119688
41 12 92218
38 39 68075
9 39 87049
35 21 143408
18 22 28539
4 26 106975
28 39 191707
6 2 118891
26 5 116199
40 42 84785
15 23 224818
27 30 107491
15 43 73058
29 2 117141
4 23 205785
10 16 12608
20 27 50188
7 28 118059
10 2 87438
43 22 15046
31 15 120704
10 15 82589
42 17 177545
42 10 83053
38 3 92364
39 35 182322
28 38 190062
13 10 76760
36 16 80892
26 15 154185
14 25 63035
2 23 117353
34 35 158226
5 23 176561
35 15 209241
16 39 74793
37 24 137082
43 14 59288
23 33 145361
9 3 54042
4 15 145237
28 20 165191
40 36 21799
6 17 142117
31 21 58448
15 22 73654
11 31 113905
8 38 81266
34 1 55944
24 38 138485
33 39 120170
29 4 111193
4 19 108646
29 28 148956
7 43 52921
28 11 190793
26 25 117997
1 29 77314
17 14 113163
32 25 93994
16 7 64294
18 23 172247
5 17 167101
8 27 32371
36 23 203998
3 41 124625
11 34 63207
20 32 35953
37 7 113469
17 39 64862
32 10 81105
1 13 101130
39 19 117405
38 35 162046
36 34 136650
21 19 74832
23 43 151760
19 3 83349
16 1 45274
28 10 152863
8 37 79863
30 24 96638
2 34 95771
32 36 107301
14 12 142952
29 15 138118
35 30 173768
12 40 113484
1 12 86754
13 11 115461
27 18 14887
25 31 88093
25 38 84371
14 4 131467
20 40 128450
37 33 121951
4 7 82407
17 18 81818
16 28 140255
11 9 71861
4 37 132727
5 13 150901
2 4 102071
42 1 104838
24 7 68629
1 19 79861
8 28 113625
5 20 124854
5 3 62190
38 40 95973
13 37 113327
15 25 93976
12 10 103924
25 42 129454
43 41 100840
5 2 98529
11 40 96704
7 35 121302
16 21 4148
15 33 134461
38 33 118525
20 22 52178
21 8 26540
35 41 135860
6 31 106657
25 33 98273
38 7 114872
36 2 116929
22 35 151229
13 4 139408
42 35 207120
18 7 80864
5 16 86749
8 9 42944
9 18 4314
19 29 2547
5 21 90897
17 30 179018
12 5 29783
15 39 136478
43 12 120655
10 7 76902
24 43 76534
43 10 23981
17 19 168740
34 3 59432
35 20 128101
37 28 82784
30 32 101685
33 12 88590
11 33 119256
41 21 93615
31 30 94958
8 12 101340
12 15 186513
42 29 27524
10 1 57882
5 18 111615
15 41 147786
35 3 105770
10 17 110664
29 17 166193
17 22 101729
14 18 39973
11 38 731
32 40 94969
4 12 108195
24 17 88763
17 13 153912
21 4 79404
40 4 36657
28 21 136107
22 10 24577
42 13 159813
6 20 92566
28 2 138866
37 40 151866
16 9 20552
37 29 84115
34 26 113441
18 21 20718
30 4 106250
40 28 163809
23 38 146469
2 25 100327
35 11 162777
3 12 90242
41 10 99352
21 7 60146
28 27 130276
42 30 64436
42 34 48894
22 34 101476
4 27 85235
26 10 105108
27 14 46232
43 37 60548
7 19 98881
32 26 27298
21 32 64349
4 6 127613
27 36 82575
3 39 93833
26 29 134811
36 14 128807
27 6 54040
5 27 96728
22 24 91580
30 40 136256
40 14 150606
40 29 112309
24 27 89590
31 24 25311
41 16 97763
16 14 56211
9 38 71130
43 38 61951
3 14 89701
27 7 65977
30 26 128983
31 9 62732
12 7 67734
15 18 62286
23 34 173803
31 40 89068
40 23 182629
33 5 58807
29 9 88689
12 42 75919
28 15 190278
33 8 42088
22 30 109481
35 28 201321
25 13 89649
32 5 88901
35 4 191081
1 21 41126
3 21 37638
32 12 116953
11 21 55457
30 6 149869
39 23 197899
39 10 87401
6 14 100272
18 40 119261
38 26 102330
33 10 85384
30 3 74974
35 33 129784
41 7 140157
20 17 138265
17 35 229860
41 19 41276
3 16 41786
15 14 102259
13 7 120150
8 2 47437
9 27 10573
12 23 204613
19 27 80663
16 20 48505
8 42 119424
39 37 123968
28 30 143128
3 33 30990
15 21 65833
42 2 125895
29 36 126051
13 18 80722
20 9 60761
30 14 131469
9 24 88043
3 27 43469
33 43 61403
14 39 122708
11 6 103666
5 39 133309
35 24 151891
3 31 20810
22 14 59884
38 42 79401
33 40 92272
34 10 76899
13 14 96147
4 5 124550
43 29 79510
32 24 72832
43 39 63420
11 26 103061
10 3 54394
9 26 104756
4 24 148713
25 27 35476
13 6 108213
38 10 37970
16 38 50578
26 23 99683
14 28 176508
30 8 86072
38 17 132937
11 1 96583
43 35 136183
25 36 106389
38 13 114730
3 40 68258
24 20 108785
37 6 101532
9 25 27376
38 41 79839
16 23 163133
7 1 19020
39 2 110830
35 31 126580
30 10 84904
22 9 24225
37 17 135569
15 34 159488
32 17 158257
13 40 158547
33 13 128632
23 6 207194
15 36 142577
17 36 70961
17 40 92760
22 37 61144
33 4 128929
11 14 107520
12 27 126511
43 4 72179
10 9 33160
6 41 141824
26 24 100130
42 14 151872
26 12 144251
17 25 104880
9 32 80753
7 5 77722
26 3 54009
14 38 106789
29 30 36912
11 10 38701
42 4 121442
34 4 121792
37 21 53323
10 23 175741
29 23 164106
9 43 23629
19 20 119189
31 8 31908
25 1 70771
30 13 161664
16 15 69981
28 25 165752
17 26 163078
28 17 148887
2 7 58847
43 17 101133
8 5 73288
22 21 7821
36 35 188421
16 33 72776
3 11 93095
20 25 74002
27 31 64279
9 1 57530
22 1 48947
4 16 83552
17 4 73621
42 15 165642
11 18 76175
4 20 109311
18 31 58418
24 3 46121
38 30 46934
3 36 90057
13 26 148356
10 21 16756
38 37 108049
18 2 91400
17 33 129688
29 38 51877
6 8 74749
38 32 119075
20 8 56447
38 4 59316
35 16 147556
1 17 135034
9 41 98357
31 38 113174
19 18 95550
25 6 62212
5 9 107301
10 6 64965
19 31 97817
29 41 43823
22 16 11969
18 36 97462
7 30 90506
15 38 120559
36 316
13 18 195343
22 34 195854
4 14 222297
32 21 109373
21 18 177647
21 33 258242
33 26 248923
28 16 109508
23 7 145468
16 7 115178
20 6 267597
35 29 156220
2 32 214259
5 23 78385
33 4 266558
26 36 141148
21 2 244499
31 32 179485
33 36 114829
12 2 250580
23 33 237969
33 11 211325
33 3 159955
8 14 170540
8 22 142428
23 8 189296
32 20 227130
36 7 118005
6 13 189429
19 9 194284
24 6 109496
26 4 161297
8 7 128930
25 28 129151
25 7 158263
34 29 57496
12 28 191912
17 20 245645
31 13 99322
32 27 235264
5 2 224530
20 24 187827
27 28 246985
2 36 199537
27 11 199035
2 29 175328
30 7 137089
23 9 150957
17 18 189527
1 31 110524
5 35 186344
21 28 121094
9 4 119478
29 7 124860
5 6 190798
27 26 278872
30 27 294458
35 3 43404
35 15 99928
21 17 127888
12 13 129815
32 6 169195
1 24 210717
8 33 143108
34 13 205000
8 27 212852
5 29 117740
4 15 34157
26 22 143813
22 3 182451
1 5 134190
28 4 129410
36 27 184573
10 14 211575
7 10 106147
36 25 40258
33 27 299402
8 34 61566
4 7 135080
19 21 96523
31 28 167764
24 7 189001
17 14 120256
18 35 190154
21 23 142410
20 22 181983
25 24 61828
26 30 93710
8 29 4070
2 14 238439
2 31 278408
23 14 36172
28 26 190265
30 10 166161
18 30 170058
27 35 251660
33 29 139038
31 30 199908
20 28 238851
8 16 13752
16 15 141477
36 1 109197
5 33 159584
10 31 176503
26 21 101299
19 11 156266
30 13 134581
27 13 316773
28 10 100477
24 33 209861
9 26 120936
15 27 151732
9 21 179476
25 18 53582
7 5 67083
2 25 239795
31 26 140193
32 23 161355
3 5 158134
31 6 254756
5 17 102989
36 24 102086
23 1 149034
5 30 204172
21 29 177000
14 21 162299
22 4 147531
11 17 129733
36 21 164323
24 30 54648
12 11 171862
36 10 151933
27 14 326834
9 1 50719
28 13 149394
2 13 202507
32 26 194136
27 21 177573
4 35 134085
32 16 97787
13 20 189636
35 16 165902
19 6 143782
25 20 249655
24 19 34286
10 4 57592
9 11 38018
16 21 167318
35 21 74087
32 35 183460
11 21 141458
36 9 58478
18 24 115410
32 17 18515
25 10 173341
21 12 112119
3 4 177489
35 12 109499
28 36 88893
16 10 118042
25 29 64467
27 2 302076
14 24 100062
10 24 111513
34 20 245695
32 9 73200
11 18 190336
16 23 175544
30 33 245125
6 7 151804
29 27 208782
10 22 205123
16 30 185500
29 26 155205
14 19 134348
28 19 196911
4 20 197372
21 30 116885
4 29 153747
19 30 88934
34 36 33287
12 3 66095
22 23 102702
24 5 158558
31 24 145260
24 2 200698
8 2 179398
1 14 173914
11 35 215545
24 12 49882
25 1 149455
24 23 80173
15 13 165041
24 16 135977
22 17 195804
31 35 53140
32 18 194454
10 5 109851
20 3 269625
33 22 277396
26 35 164264
29 14 166470
25 3 174102
3 26 120860
29 9 34269
5 22 181087
8 12 180247
11 16 62605
19 36 136372
19 5 192844
10 18 226923
20 18 303237
4 30 176883
3 13 79989
16 2 165646
21 15 25841
24 4 122235
19 13 114219
36 30 151609
30 8 179888
34 1 142484
19 8 164651
2 7 231650
17 25 135945
3 27 295064
31 17 174558
5 32 84474
4 36 177956
22 29 138358
13 29 184986
35 10 123363
26 20 148765
1 33 224026
34 31 112158
33 28 137148
13 10 188476
23 27 316533
8 31 107150
7 31 196876
16 25 74149
35 14 116530
15 10 23435
13 16 175304
19 3 146560
12 31 162639
25 11 136754
1 27 287772
26 11 82918
32 13 161115
2 28 225980
24 22 182875
36 15 175368
8 26 159275
5 8 121810
12 20 237709
17 6 187710
28 6 180916
15 6 104382
6 25 171324
16 22 128676
13 4 199198
6 11 151685
20 2 12871
9 2 141059
24 29 126295
6 12 159378
9 12 209880
8 18 122119
11 29 72287
33 7 166260
24 9 159998
20 11 115912
13 11 123789
5 34 151801
23 3 79749
10 2 242093
19 7 214439
33 17 143942
1 8 89058
36 14 142261
23 34 205240
35 1 163664
36 3 175415
24 34 135373
3 31 96544
11 36 96496
14 11 159721
35 23 123153
22 7 194680
28 14 113462
29 32 107469
10 21 49276
9 22 104089
13 21 142170
31 33 193700
31 20 288958
20 21 250064
5 11 121489
32 1 123919
2 15 218658
35 28 195181
13 14 35932
31 22 202264
12 18 165292
14 25 146822
11 28 122939
25 23 142001
17 23 156428
17 1 142434
3 17 236177
28 34 55606
1 7 141310
14 6 209558
1 20 204649
10 17 107271
29 15 151159
38 252
3 7 119681
36 26 239210
37 7 234491
17 34 230036
22 33 81079
10 2 59591
18 6 50493
35 34 70869
29 6 176462
7 6 65098
19 9 92278
37 22 151992
15 9 172782
27 7 164821
34 4 65770
21 30 194236
31 24 141521
1 31 125701
4 16 214667
2 26 51176
20 21 219168
9 10 52227
12 32 168958
2 8 13865
5 15 105358
8 38 38782
20 5 125932
1 25 96312
4 27 271998
7 25 20090
23 22 169504
3 37 217593
3 24 70079
10 38 112238
17 9 183958
38 17 152323
32 37 297490
7 29 127124
19 38 104841
23 17 270086
19 24 181744
10 31 176856
30 36 208616
17 6 208379
10 1 107678
35 19 145709
8 15 178597
12 29 184718
10 20 99258
9 21 185517
3 25 139771
19 18 86300
4 25 264159
8 31 103400
17 25 281059
22 11 25292
9 25 136479
1 37 288582
35 3 14972
9 34 94431
36 35 176335
24 14 125619
29 27 179483
36 18 248830
31 16 135802
10 3 13768
17 22 261684
18 38 129456
4 7 252053
8 16 109966
23 12 228391
8 32 47939
32 19 191562
28 38 85898
37 30 234902
15 6 86123
12 33 171976
13 25 69248
33 16 163241
11 34 105949
30 7 145287
31 30 207933
6 22 67985
1 21 110030
23 18 152012
21 5 190244
35 31 178047
19 16 33657
30 9 83304
12 35 110974
1 17 266945
4 13 216049
21 15 240465
15 13 158508
13 9 67231
37 18 205206
17 8 113541
24 23 194666
25 18 127697
14 17 201039
15 19 208236
30 6 80189
12 2 134884
31 13 98637
19 3 130737
14 34 113845
9 6 101339
4 31 208101
32 31 151339
27 33 112817
34 24 154616
22 9 154644
28 1 73066
14 36 205677
22 10 102417
27 21 246595
23 28 193693
4 15 215149
38 22 146948
36 22 266322
26 23 203034
36 27 206426
30 11 108202
31 12 224419
5 14 68446
1 14 148660
32 13 174279
16 5 136226
14 12 151542
1 19 186573
16 30 197565
7 35 115414
32 2 34074
30 5 141295
7 2 165504
2 28 138545
28 34 54122
37 5 230499
34 21 91086
10 26 110767
28 20 182204
30 26 141844
20 2 158849
23 27 201242
35 28 124991
29 30 158427
17 19 257164
3 11 90893
15 12 230325
34 10 72073
22 13 182241
8 5 178851
29 33 171144
26 18 193446
22 25 145189
31 37 312974
36 12 231753
29 22 229767
13 16 189376
11 20 22133
32 7 199578
29 34 170106
12 19 159875
24 15 204402
5 18 111599
1 9 94295
29 36 166907
34 33 134279
38 11 121656
25 2 185594
13 2 140205
27 8 197647
13 8 154070
11 25 119897
9 8 98147
9 24 108538
29 17 259081
5 38 140069
36 37 340691
33 24 146053
9 26 135458
6 2 108703
4 35 136639
8 21 161644
35 8 74660
3 8 59688
22 26 213184
22 18 103798
9 33 114433
9 23 160794
28 4 119892
38 32 86721
26 35 111971
23 21 230657
15 35 121759
5 36 150075
8 23 184275
28 18 211120
15 27 171166
28 12 210215
28 24 162801
8 1 174135
33 2 121797
28 26 162482
15 17 279208
21 11 197035
14 2 101363
11 33 55787
7 22 133083
11 14 35353
3 32 79897
5 17 264961
7 31 155779
2 29 159405
32 36 222108
19 21 227703
27 10 134155
18 24 166526
2 17 99676
2 5 169496
7 28 157272
20 19 186939
23 13 93563
8 26 65041
24 26 26920
19 23 210296
22 21 171743
14 37 162053
29 10 127350
6 14 7340
19 7 173875
17 7 265180
30 17 190344
32 20 192923
29 21 152948
33 14 20434
21 4 156856
16 35 165284
13 35 79410
27 25 176927
10 25 126316
14 38 86303
31 29 168619
6 32 142777
31 26 168441
9 27 176732
38 13 162417
20 31 183136
27 24 164780
30 2 90668
32 25 219668
19 30 175582
32 148
19 18 305870
6 4 24289
26 2 72689
23 3 230785
30 27 206080
28 20 257277
11 8 268771
3 27 190736
18 2 196727
18 6 194026
26 13 157327
3 15 342740
27 4 111801
11 30 318742
17 10 285156
17 30 289364
14 11 267646
15 28 393165
3 4 132915
16 19 145003
9 4 180873
21 13 148759
30 4 183291
21 2 64121
14 25 170848
15 23 347919
19 20 346108
30 20 113911
18 14 265422
5 1 350789
17 14 144462
19 22 287727
30 32 278965
15 12 483399
29 5 664206
23 11 265292
16 32 147720
31 17 391882
28 12 240814
17 23 131242
17 21 147386
29 25 352298
1 16 153234
10 15 528353
11 19 81775
7 21 151262
5 8 416542
30 24 306964
16 20 262021
24 17 60207
9 2 153883
12 10 256188
5 15 366477
28 21 138514
21 24 189849
26 32 189951
19 23 279844
31 21 374078
25 9 397012
14 12 394148
9 7 241024
21 4 91111
30 31 495997
29 2 270184
22 27 330809
4 1 149766
22 28 158076
2 32 117262
23 12 337122
31 11 515066
1 7 209917
8 31 417212
15 32 331403
32 13 167589
11 10 142024
18 28 207275
14 32 232668
7 10 355932
20 4 258553
6 3 108626
29 13 331148
7 26 159830
5 4 489527
20 15 452832
30 3 267628
8 28 150601
21 25 251215
10 1 191436
21 3 170046
5 30 624240
7 4 108729
25 1 131381
23 8 290715
26 31 382646
30 9 315586
25 17 121573
13 28 110766
30 23 158122
8 29 390198
27 25 312248
22 7 158857
3 17 99543
7 29 183043
20 6 234264
13 10 175651
23 16 201159
1 23 224962
15 13 440390
20 10 370889
27 10 282089
26 15 389667
5 31 446321
30 15 338921
23 2 170701
23 9 324584
28 25 112701
17 4 232458
10 32 196950
1 17 93720
16 9 184341
21 30 225824
24 10 224949
27 23 255512
13 8 238856
28 30 298236
14 3 244005
9 17 359351
29 19 379327
6 30 159002
8 22 242509
11 20 375447
29 30 257605
19 7 196284
16 10 304651
31 1 469209
1 21 186897
5 7 549678
10 26 332978
23 22 242417
8 27 273340
1 32 5514
31 12 476378
27 28 281407
4 11 184029
14 31 247420
25 32 125867
12 13 198153
26 1 195465
25 18
11 7 633990
22 18 629158
7 8 566829
13 6 849137
16 21 825807
22 5 118246
2 14 627425
14 19 290339
20 12 220113
1 7 993292
17 5 603404
1 8 865900
9 2 722308
4 1 512292
25 9 448259
3 6 504568
8 6 143282
14 18 612260
50 50
5 45 432860
5 49 682785
38 18 654365
35 46 696352
29 50 666555
15 3 363812
26 6 892885
20 13 564588
49 30 908734
48 4 760337
8 11 770282
15 42 306821
27 46 415226
15 41 563159
18 7 350086
33 3 914028
19 10 243501
11 29 726548
9 17 715568
27 24 990966
49 18 531902
29 41 20984
19 17 892780
29 45 513148
34 31 619080
37 3 903104
5 50 874498
32 34 632770
3 4 796128
19 42 450436
33 23 470049
17 46 714168
7 34 202587
13 50 686232
32 49 411306
19 20 401579
11 13 526247
45 49 537708
46 23 802876
13 18 780418
34 21 867452
4 7 446262
5 12 928750
8 40 128186
34 50 762219
32 24 598135
31 29 835061
8 24 632527
7 1 595438
46 12 790366
20 111
6 15 238175
17 18 79663
18 8 262732
15 4 192503
4 9 156752
11 4 322218
13 9 299042
18 10 148166
8 14 220602
19 4 185611
2 18 266429
8 11 457961
14 2 161120
20 9 184063
1 9 193534
14 16 25578
20 7 149747
10 17 68503
13 16 258160
7 16 232391
8 13 419859
11 16 262937
7 5 314191
17 16 63111
7 10 196329
4 18 202055
10 14 30970
13 10 263552
5 10 314316
13 19 328496
3 1 52120
9 17 34360
18 16 142774
10 16 56548
3 5 226035
5 12 407972
1 4 191716
19 11 352895
17 3 211294
6 4 215390
5 13 496306
20 3 61604
11 12 383676
14 17 37533
7 18 89617
14 4 84859
13 3 386721
13 11 469949
18 14 117196
19 14 115536
6 19 116385
1 15 173925
14 20 112170
20 13 331862
15 10 138614
15 11 287552
10 20 143140
16 5 308924
15 17 70111
11 6 367890
19 12 261853
8 6 351133
19 15 167820
1 17 159174
10 11 206389
17 8 183069
14 12 146317
3 7 192396
2 13 282912
19 8 333698
7 9 203640
12 10 177287
20 5 171176
18 19 232732
12 18 263513
20 8 332772
10 2 192090
13 12 378899
7 15 239391
1 10 152611
17 12 183850
18 15 149774
11 18 354555
8 5 282846
7 17 169280
9 19 187429
3 12 320078
2 4 231195
3 10 204731
14 3 173761
5 19 167810
17 2 186766
9 6 202424
10 6 161501
14 15 107644
6 17 168064
18 6 247727
8 12 366919
13 6 363113
18 20 229366
2 9 221126
3 2 103809
6 3 174610
2 20 48950
7 13 274636
1 2 51689
20 12 258491
7 2 191965
3 4 243836
1 7 140276
19 17 153069
7 8
6 2 125000
2 1 300575
7 5 372800
7 2 273266
2 5 99534
2 4 36438
3 4 464456
7 1 27309
29 79
23 20 274968
9 28 344418
20 8 410870
25 7 116524
18 28 287110
13 9 614746
11 8 594159
22 27 313323
23 26 340839
10 9 663814
3 1 168178
18 26 348700
10 3 530904
23 13 532416
28 11 202024
25 1 192917
11 14 336444
25 26 435768
24 19 46667
28 2 505547
3 20 264262
22 14 160919
18 19 216112
9 18 317536
20 22 447045
11 27 445120
27 13 432535
5 13 640204
16 25 503180
1 10 498660
7 18 190883
13 12 228298
1 5 373585
13 25 437487
25 21 151866
2 13 571983
12 2 349464
26 15 265639
12 24 235959
26 6 620968
25 23 94929
10 25 519780
19 21 370150
3 15 24350
28 13 410356
5 15 187960
22 26 415582
26 10 589080
15 9 225985
22 9 384418
12 7 371225
7 4 101091
4 27 156649
7 20 189280
12 3 328887
8 15 344183
21 16 608469
19 17 240051
2 6 384964
29 9 210218
21 6 346878
10 23 476396
9 14 223499
8 16 591253
10 16 672090
2 22 375398
22 24 329661
7 16 386656
27 20 244838
2 20 313053
12 27 402624
4 24 172987
11 2 515387
22 4 156674
10 20 347881
23 6 392416
5 27 249034
20 26 389346
26 12 243648
23 192
8 5 33806
21 17 167755
20 3 200226
23 16 102707
13 10 41273
15 21 76600
6 2 259015
21 6 303408
2 22 153971
19 18 184985
3 21 185875
12 3 139772
4 9 215452
15 22 121764
23 14 147500
2 20 123158
14 13 125206
7 9 277931
23 21 97528
8 3 131840
5 9 158991
4 19 131028
10 8 65204
1 11 199646
17 11 273023
13 9 149116
4 20 158653
21 22 45164
3 14 192020
17 1 173236
10 14 166479
10 1 124720
11 23 192994
16 13 83145
10 5 31398
12 16 112276
13 7 131547
18 8 99094
17 7 221336
15 14 126572
15 8 22565
21 10 70954
3 5 120516
7 10 172820
13 4 69068
10 12 137550
12 1 112578
11 15 181868
19 8 85891
6 22 348572
12 6 321719
21 19 139926
14 7 212926
15 16 81779
4 22 189466
1 4 149783
15 13 1366
2 10 74865
5 15 11241
14 8 149158
15 23 20928
12 15 94911
9 17 238905
2 17 123362
12 18 216570
22 5 118814
6 19 290134
15 18 121659
18 13 123025
6 17 317963
17 12 155309
4 5 78943
9 3 257025
7 12 160678
17 8 113720
23 8 43493
16 20 172730
19 16 145105
10 23 63567
17 20 182106
4 6 249380
11 22 303632
12 19 158237
16 18 203438
14 17 90399
14 19 187166
10 18 143497
6 13 228174
3 15 109275
3 6 336083
16 17 155779
14 16 65380
3 22 231039
21 16 158379
8 22 144329
18 1 161951
23 19 84254
16 22 148550
10 11 221775
15 17 91155
20 6 317759
9 22 116314
14 12 64910
11 20 272819
1 8 104646
9 2 179978
5 6 238049
3 17 200430
3 13 110641
19 10 103233
20 14 197433
8 4 45137
3 4 176977
9 6 374558
23 22 142692
16 10 124418
23 20 111879
2 14 114952
15 1 82081
2 13 33573
2 19 95533
4 14 194274
11 2 149772
10 9 142104
18 3 230934
18 14 248231
2 16 49572
21 1 89408
2 23 53135
3 1 126942
13 1 83447
7 16 147546
21 8 99165
1 9 160558
19 7 193507
12 5 106152
6 11 369083
9 8 170315
10 20 56603
23 3 130203
5 19 71835
10 4 110341
13 11 180502
7 23 151109
7 8 152746
11 9 320843
9 20 85501
2 15 32207
21 13 77966
12 22 175488
7 2 97974
7 4 197903
14 5 135081
11 4 249570
19 22 185090
8 2 54772
9 14 184169
14 1 164826
9 19 211076
5 17 102396
1 19 145407
23 13 22294
17 22 212919
3 2 77068
12 20 185862
21 4 144322
18 2 153866
22 1 134572
23 12 115862
6 14 353380
11 14 264724
2 12 62704
6 15 226808
12 9 119259
1 6 308889
21 7 206781
3 10 151914
6 23 247736
7 15 130181
9 16 229529
5 21 87841
21 11 258468
17 4 158857
6 16 308587
23 4 88649
1 20 103759
6 8 204243
7 18 241144
18 22 117707
17 18 212814
20 22 30813
15 4 67702
23 52
14 19 535618
16 19 268787
22 17 509159
22 3 183842
2 21 205966
21 20 258608
1 21 128476
18 20 302408
9 22 347476
23 9 7446
13 19 261051
20 4 233830
8 9 320833
15 2 462624
16 11 167548
11 1 156456
12 3 394955
6 11 332388
10 9 227896
11 21 284932
19 21 386171
13 23 148883
4 11 260154
1 22 274906
13 14 285913
6 7 34698
23 21 386325
4 15 240679
1 9 287479
8 15 238594
10 2 266060
21 4 209990
12 23 173155
9 20 417611
18 15 331441
1 7 210630
22 14 429669
8 7 487244
21 17 484834
4 8 443861
12 18 416778
4 18 275974
2 20 455775
7 12 358150
15 22 314367
